r06_c11.png	row=6	col=11	bounds=1003,451,1017,466	pixels=29
r06_c12.png	row=6	col=12	bounds=1112,454,1127,470	pixels=38
r06_c13.png	row=6	col=13	bounds=1113,474,1127,486	pixels=18
r06_c14.png	row=6	col=14	bounds=1130,433,1229,502	pixels=2184
r06_c15.png	row=6	col=15	bounds=1132,466,1146,482	pixels=28
r06_c16.png	row=6	col=16	bounds=1145,449,1159,466	pixels=42
r06_c17.png	row=6	col=17	bounds=1178,414,1197,439	pixels=121
r06_c18.png	row=6	col=18	bounds=1183,435,1196,453	pixels=29
r06_c19.png	row=6	col=19	bounds=1196,448,1210,464	pixels=36
r06_c20.png	row=6	col=20	bounds=1212,466,1225,481	pixels=28
r07_c00.png	row=7	col=0	bounds=10,499,96,608	pixels=5161
r07_c01.png	row=7	col=1	bounds=105,510,187,608	pixels=4500
r07_c02.png	row=7	col=2	bounds=196,511,315,608	pixels=5237
r07_c03.png	row=7	col=3	bounds=279,568,293,582	pixels=24
r07_c04.png	row=7	col=4	bounds=285,552,305,575	pixels=115
r07_c05.png	row=7	col=5	bounds=293,568,308,586	pixels=41
r07_c06.png	row=7	col=6	bounds=300,535,314,550	pixels=25
r07_c07.png	row=7	col=7	bounds=317,512,420,608	pixels=4160
r07_c08.png	row=7	col=8	bounds=433,512,760,609	pixels=10716
r07_c09.png	row=7	col=9	bounds=751,509,918,612	pixels=5921
r07_c10.png	row=7	col=10	bounds=919,538,1046,610	pixels=4558
r07_c11.png	row=7	col=11	bounds=1001,579,1017,595	pixels=25
r07_c12.png	row=7	col=12	bounds=1013,567,1028,583	pixels=34
r07_c13.png	row=7	col=13	bounds=1030,554,1044,569	pixels=28
r07_c14.png	row=7	col=14	bounds=1055,538,1176,612	pixels=4402
r07_c15.png	row=7	col=15	bounds=1056,586,1071,599	pixels=20
r07_c16.png	row=7	col=16	bounds=1057,567,1070,582	pixels=23
r07_c17.png	row=7	col=17	bounds=1075,551,1087,566	pixels=22
r07_c18.png	row=7	col=18	bounds=1106,533,1119,547	pixels=20
r07_c19.png	row=7	col=19	bounds=1134,549,1147,563	pixels=21
r07_c20.png	row=7	col=20	bounds=1152,565,1165,582	pixels=31
r07_c21.png	row=7	col=21	bounds=1162,566,1175,579	pixels=18
r07_c22.png	row=7	col=22	bounds=1164,594,1178,610	pixels=39
r07_c23.png	row=7	col=23	bounds=1168,572,1182,586	pixels=20
r07_c24.png	row=7	col=24	bounds=1171,587,1184,601	pixels=23
r07_c25.png	row=7	col=25	bounds=1189,567,1313,612	pixels=2419
r07_c26.png	row=7	col=26	bounds=1194,570,1207,584	pixels=21
r07_c27.png	row=7	col=27	bounds=1210,564,1223,578	pixels=22
r07_c28.png	row=7	col=28	bounds=1229,553,1242,567	pixels=20
r07_c29.png	row=7	col=29	bounds=1233,562,1245,576	pixels=20
r07_c30.png	row=7	col=30	bounds=1244,560,1259,577	pixels=43
r07_c31.png	row=7	col=31	bounds=1265,567,1278,581	pixels=19
r07_c32.png	row=7	col=32	bounds=1280,569,1293,582	pixels=18
r07_c33.png	row=7	col=33	bounds=1287,585,1301,600	pixels=27
r08_c00.png	row=8	col=0	bounds=12,616,101,696	pixels=5832
r08_c01.png	row=8	col=1	bounds=109,623,198,696	pixels=5265
r08_c02.png	row=8	col=2	bounds=208,623,284,696	pixels=4418
r08_c03.png	row=8	col=3	bounds=296,623,356,697	pixels=3379
r08_c04.png	row=8	col=4	bounds=361,628,425,694	pixels=2635
r08_c05.png	row=8	col=5	bounds=435,628,552,696	pixels=4637
r08_c06.png	row=8	col=6	bounds=560,628,633,696	pixels=2757
r08_c07.png	row=8	col=7	bounds=641,628,684,696	pixels=1872
r08_c08.png	row=8	col=8	bounds=688,629,745,694	pixels=1468
r08_c09.png	row=8	col=9	bounds=753,629,870,693	pixels=3099
r08_c10.png	row=8	col=10	bounds=880,629,963,692	pixels=2093
r08_c11.png	row=8	col=11	bounds=973,639,1070,693	pixels=2393
r08_c12.png	row=8	col=12	bounds=1080,640,1162,693	pixels=2197
r08_c13.png	row=8	col=13	bounds=1174,646,1223,693	pixels=1598
